,movie_title,title_year,country,budget,director_first_name,director_last_name
3793,"Lovely, Still ",2008,USA,5000000,Nicholas,Fackler
3795,Desert Blue ,1998,USA,2000000,Morgan,J. Freeman
3798,Redacted ,2007,USA,5000000,Brian,De Palma
3799,Fascination ,2004,Germany,5000000,Klaus,Menzel
3819,I Served the King of England ,2006,Czech Republic,84450000,Jirí,Menzel
3821,Sling Blade ,1996,USA,890000,Billy,Bob Thornton
3823,Hostel ,2005,USA,4800000,Eli,Roth
3824,Tristram Shandy: A Cock and Bull Story ,2005,UK,2800000,Michael,Winterbottom
3825,Take Shelter ,2011,USA,5000000,Jeff,Nichols
3826,Lady in White ,1988,USA,4700000,Frank,LaLoggia
3829,The Texas Chainsaw Massacre 2 ,1986,USA,4700000,Tobe,Hooper
3831,Only God Forgives ,2013,Denmark,4800000,Nicolas,Winding Refn
3837,The Names of Love ,2010,France,4600000,Michel,Leclerc
3839,Savage Grace ,2007,Spain,4600000,Tom,Kalin
3841,Police Academy ,1984,USA,4500000,Hugh,Wilson
3843,Four Weddings and a Funeral ,1994,UK,4500000,Mike,Newell
3846,25th Hour ,2002,USA,15000000,Spike,Lee
3848,Bound ,1996,USA,4500000,Lana,Wachowski
3849,Requiem for a Dream ,2000,USA,4500000,Darren,Aronofsky
3851,Tango ,1998,Spain,700000000,Carlos,Saura
3854,Donnie Darko ,2001,USA,4500000,Richard,Kelly
3856,Character ,1997,Netherlands,4500000,Mike,van Diem
3857,Spun ,2002,USA,2000000,Jonas,Åkerlund
3859,Lady Vengeance ,2005,South Korea,4200000000,Chan-wook,Park
3861,Mean Machine ,2001,UK,2500000,Barry,Skolnick
3862,Exiled ,2006,Hong Kong,35000000,Johnnie,To
3865,After.Life ,2009,USA,4500000,Agnieszka,Wojtowicz-Vosloo
3867,One Flew Over the Cuckoo's Nest ,1975,USA,4400000,Milos,Forman
3873,The Sweeney ,2012,UK,3000000,Nick,Love
3876,Whale Rider ,2002,New Zealand,6000000,Niki,Caro
3879,Pan ,2015,USA,150000000,Joe,Wright
3883,Night Watch ,2004,Russia,4200000,Timur,Bekmambetov
3884,The Crying Game ,1992,UK,2300000,Neil,Jordan
3885,Porky's ,1981,Canada,4000000,Bob,Clark
3886,Survival of the Dead ,2009,USA,4000000,George,A. Romero
3888,Lost in Translation ,2003,USA,4000000,Sofia,Coppola
3889,Annie Hall ,1977,USA,4000000,Woody,Allen
3890,The Greatest Show on Earth ,1952,USA,4000000,Cecil,B. DeMille
3891,Exodus: Gods and Kings ,2014,UK,140000000,Ridley,Scott
3892,Monster's Ball ,2001,USA,4000000,Marc,Forster
3893,Maggie ,2015,USA,8500000,Henry,Hobson
3894,Leaving Las Vegas ,1995,USA,3600000,Mike,Figgis
3898,The Boy Next Door ,2015,USA,4000000,Rob,Cohen
3901,The Kids Are All Right ,2010,USA,3500000,Lisa,Cholodenko
3902,They Live ,1988,USA,4000000,John,Carpenter
3905,The Last Exorcism Part II ,2013,France,5000000,Ed,Gass-Donnelly
3906,Boyhood ,2014,USA,4000000,Richard,Linklater
3907,Scoop ,2006,UK,4000000,Woody,Allen
3908,Planet of the Apes ,2001,USA,100000000,Tim,Burton
3909,The Wash ,2001,USA,4000000,DJ,Pooh
3910,3 Strikes ,2000,USA,6000000,DJ,Pooh
3911,The Cooler ,2003,USA,3200000,Wayne,Kramer
3913,The Night Listener ,2006,USA,4000000,Patrick,Stettner
3915,My Soul to Take ,2010,USA,25000000,Wes,Craven
3916,The Orphanage ,2007,Spain,3400000,J.A.,Bayona
3917,A Haunted House 2 ,2014,USA,4000000,Michael,Tiddes
3918,The Rules of Attraction ,2002,USA,4000000,Roger,Avary
3921,Four Rooms ,1995,USA,4000000,Allison,Anders
3922,Secretary ,2002,USA,4000000,Steven,Shainberg
3923,The Real Cancun ,2003,USA,8000000,Rick,de Oliveira
3924,Talk Radio ,1988,USA,4000000,Oliver,Stone
3925,Waiting for Guffman ,1996,USA,4000000,Christopher,Guest
3926,Love Stinks ,1999,USA,4000000,Jeff,Franklin
3927,You Kill Me ,2007,USA,4000000,John,Dahl
3928,Thumbsucker ,2005,USA,4000000,Mike,Mills
3930,Mirrormask ,2005,UK,4000000,Dave,McKean
3931,Samsara ,2011,USA,4000000,Ron,Fricke
3932,The Barbarians ,1987,USA,4000000,Ruggero,Deodato
3935,Poolhall Junkies ,2002,USA,4000000,Mars,Callahan
3936,The Loss of Sexual Innocence ,1999,USA,4000000,Mike,Figgis
3938,Joe ,2013,USA,4000000,David,Gordon Green
3939,Shooting Fish ,1997,UK,3000000,Stefan,Schwartz
3940,Prison ,1987,USA,1300000,Renny,Harlin
3941,Psycho Beach Party ,2000,Australia,1500000,Robert,Lee King
3942,The Big Tease ,1999,UK,4000000,Kevin,Allen
3944,Trust ,2010,USA,9500000,David,Schwimmer
3945,An Everlasting Piece ,2000,USA,14000000,Barry,Levinson
3947,Adore ,2013,Australia,16000000,Anne,Fontaine
3949,Mondays in the Sun ,2002,Spain,4000000,Fernando,León de Aranoa
3950,Stake Land ,2010,USA,650000,Jim,Mickle
3952,The Last Time I Committed Suicide ,1997,USA,4000000,Stephen,Kay
3953,Futuro Beach ,2014,Brazil,4000000,Karim,Aïnouz
3970,Gone with the Wind ,1939,USA,3977000,Victor,Fleming
3971,Desert Dancer ,2014,UK,4000000,Richard,Raymond
3972,Major Dundee ,1965,USA,3800000,Sam,Peckinpah
3974,Annie Get Your Gun ,1950,USA,3768785,George,Sidney
3977,Defendor ,2009,Canada,3500000,Peter,Stebbings
3978,The Pirate ,1948,USA,3700000,Vincente,Minnelli
3979,The Good Heart ,2009,Iceland,3800000,Dagur,Kári
3980,The History Boys ,2006,UK,2000000,Nicholas,Hytner
3981,Unknown ,2011,UK,30000000,Jaume,Collet-Serra
3984,The Full Monty ,1997,UK,3500000,Peter,Cattaneo
3985,Airplane! ,1980,USA,3500000,Jim,Abrahams
3987,Friday ,1995,USA,3500000,F.,Gary Gray
3988,Menace II Society ,1993,USA,3500000,Albert,Hughes
3990,Creepshow 2 ,1987,USA,3500000,Michael,Gornick
3996,The Witch ,2015,USA,3500000,Robert,Eggers
3997,I Got the Hook Up ,1998,USA,3500000,Michael,Martin
3998,She's the One ,1996,USA,3500000,Edward,Burns
3999,Gods and Monsters ,1998,USA,3500000,Bill,Condon
4000,The Secret in Their Eyes ,2009,Argentina,2000000,Juan,José Campanella
4003,Evil Dead II ,1987,USA,3600000,Sam,Raimi
4004,Pootie Tang ,2001,USA,3000000,Louis,C.K.
4006,La otra conquista ,1998,Mexico,3500000,Salvador,Carrasco
4007,Trollhunter ,2010,Norway,19900000,André,Øvredal
4008,Ira & Abby ,2006,USA,3500000,Robert,Cary
4009,The Watch ,2012,USA,68000000,Akiva,Schaffer
4010,Winter Passing ,2005,USA,3500000,Adam,Rapp
4011,D.E.B.S. ,2004,USA,3500000,Angela,Robinson
4024,March of the Penguins ,2005,France,8000000,Luc,Jacquet
4025,Margin Call ,2011,USA,3500000,J.C.,Chandor
4027,Choke ,2008,USA,3000000,Clark,Gregg
4028,Whiplash ,2014,USA,3300000,Damien,Chazelle
4029,City of God ,2002,Brazil,3300000,Fernando,Meirelles
4030,Human Traffic ,1999,UK,2200000,Justin,Kerrigan
4033,The Hunt ,2012,Denmark,3800000,Thomas,Vinterberg
4035,Bella ,2006,USA,3300000,Alejandro,Monteverde
4043,Maria Full of Grace ,2004,Colombia,3000000,Joshua,Marston
4044,Beginners ,2010,USA,3200000,Mike,Mills
4046,Animal House ,1978,USA,3000000,John,Landis
4047,Goldfinger ,1964,UK,3000000,Guy,Hamilton
4050,Trainspotting ,1996,UK,3500000,Danny,Boyle
4051,The Original Kings of Comedy ,2000,USA,3000000,Spike,Lee
4052,Paranormal Activity 2 ,2010,USA,3000000,Tod,Williams
4053,Waking Ned Devine ,1998,UK,3000000,Kirk,Jones
4054,Bowling for Columbine ,2002,Germany,4000000,Michael,Moore
4056,A Nightmare on Elm Street 2: Freddy's Revenge ,1985,USA,2200000,Jack,Sholder
4057,A Room with a View ,1985,UK,3000000,James,Ivory
4058,The Purge ,2013,USA,3000000,James,DeMonaco
4059,Sinister ,2012,USA,3000000,Scott,Derrickson
4060,Martin Lawrence Live: Runteldat ,2002,USA,3000000,David,Raynr
4063,Air Bud ,1997,USA,3000000,Charles,Martin Smith
4065,Jason Lives: Friday the 13th Part VI ,1986,USA,3000000,Tom,McLoughlin
4066,The Bridge on the River Kwai ,1957,UK,3000000,David,Lean
4067,Spaced Invaders ,1990,USA,3000000,Patrick,Read Johnson
4070,Jason Goes to Hell: The Final Friday ,1993,USA,2500000,Adam,Marcus
4072,Dave Chappelle's Block Party ,2005,USA,3000000,Michel,Gondry
4075,Next Day Air ,2009,USA,3000000,Benny,Boom
4081,Phat Girlz ,2006,USA,3000000,Nnegest,Likké
4082,Before Midnight ,2013,USA,3000000,Richard,Linklater
4083,Teen Wolf Too ,1987,USA,3000000,Christopher,Leitch
4084,Phantasm II ,1988,USA,3000000,Don,Coscarelli
4086,Real Women Have Curves ,2002,USA,3000000,Patricia,Cardoso
4089,East Is East ,1999,UK,1900000,Damien,O'Donnell
4090,Whipped ,2000,USA,3000000,Peter,M. Cohen
4091,Kama Sutra: A Tale of Love ,1996,USA,3000000,Mira,Nair
4094,Warlock: The Armageddon ,1993,USA,3000000,Anthony,Hickox
4095,8 Heads in a Duffel Bag ,1997,USA,3000000,Tom,Schulman
4097,Thirteen Conversations About One Thing ,2001,USA,4500000,Jill,Sprecher
4098,Jawbreaker ,1999,USA,3500000,Darren,Stein
4099,Basquiat ,1996,USA,3300000,Julian,Schnabel
4101,Tsotsi ,2005,UK,3000000,Gavin,Hood
4103,DysFunktional Family ,2003,USA,3000000,George,Gallo
4104,Tusk ,2014,USA,3000000,Kevin,Smith
4105,Oldboy ,2003,South Korea,3000000,Chan-wook,Park
4106,Letters to God ,2010,USA,3500000,David,Nixon
4107,Hobo with a Shotgun ,2011,Canada,3000000,Jason,Eisener
4114,Bachelorette ,2012,USA,3000000,Leslye,Headland
4117,Tim and Eric's Billion Dollar Movie ,2012,USA,3000000,Tim,Heidecker
4118,The Gambler ,2014,USA,25000000,Rupert,Wyatt
4120,Summer Storm ,2004,Germany,2700000,Marco,Kreuzpaintner
4122,Chain Letter ,2009,USA,5000000,Deon,Taylor
4123,Just Looking ,1999,USA,3000000,Jason,Alexander
4124,The Divide ,2011,Germany,3000000,Xavier,Gens
4128,Alice in Wonderland ,2010,USA,200000000,Tim,Burton
4141,Cinderella ,2015,USA,95000000,Kenneth,Branagh
4144,Central Station ,1998,Brazil,2900000,Walter,Salles
4147,Boynton Beach Club ,2005,USA,1500000,Susan,Seidelman
4151,High Tension ,2003,France,2200000,Alexandre,Aja
4154,Hustle & Flow ,2005,USA,8000000,Craig,Brewer
4155,Some Like It Hot ,1959,USA,2883848,Billy,Wilder
4156,Friday the 13th Part VII: The New Blood ,1988,USA,2800000,John,Carl Buechler
4157,The Wizard of Oz ,1939,USA,2800000,Victor,Fleming
4158,Young Frankenstein ,1974,USA,2800000,Mel,Brooks
4159,Diary of the Dead ,2007,USA,2000000,George,A. Romero
4161,Ulee's Gold ,1997,USA,2700000,Victor,Nunez
4168,Blazing Saddles ,1974,USA,2600000,Mel,Brooks
4169,Friday the 13th: The Final Chapter ,1984,USA,1800000,Joseph,Zito
4171,Maurice ,1987,UK,2600000,James,Ivory
4173,The Astronaut's Wife ,1999,USA,34000000,Rand,Ravich
4175,Timecrimes ,2007,Spain,2600000,Nacho,Vigalondo
4180,A Haunted House ,2013,USA,2500000,Michael,Tiddes
4181,2016: Obama's America ,2012,USA,2500000,Dinesh,D'Souza
4182,Halloween II ,2009,USA,15000000,Rob,Zombie
4183,That Thing You Do! ,1996,USA,26000000,Tom,Hanks
4184,Halloween III: Season of the Witch ,1982,USA,2500000,Tommy,Lee Wallace
4187,Kevin Hart: Let Me Explain ,2013,USA,2500000,Leslie,Small
4188,My Own Private Idaho ,1991,USA,2500000,Gus,Van Sant
4189,Garden State ,2004,USA,2500000,Zach,Braff
4190,Before Sunrise ,1995,USA,2500000,Richard,Linklater
4192,Jesus' Son ,1999,USA,2500000,Alison,Maclean
4195,Robot & Frank ,2012,USA,2500000,Jake,Schreier
4196,My Life Without Me ,2003,Spain,2000000,Isabel,Coixet
4197,The Spectacular Now ,2013,USA,2500000,James,Ponsoldt
4199,Religulous ,2008,USA,2500000,Larry,Charles
4200,Fuel ,2008,USA,2500000,Joshua,Tickell
4202,Dodgeball: A True Underdog Story ,2004,USA,20000000,Rawson,Marshall Thurber
4203,Eye of the Dolphin ,2006,USA,2500000,Michael,D. Sellers
4204,8: The Mormon Proposition ,2010,USA,2500000,Reed,Cowan
4205,The Other End of the Line ,2008,UK,14000000,James,Dodson
4206,Anatomy ,2000,Germany,8400000,Stefan,Ruzowitzky
4207,Sleep Dealer ,2008,USA,2500000,Alex,Rivera
4208,Super ,2010,USA,2500000,James,Gunn
4212,Get on the Bus ,1996,USA,2400000,Spike,Lee
4213,Thr3e ,2006,Poland,2400000,Robby,Henson
4216,This Is England ,2006,UK,1500000,Shane,Meadows
4219,Go for It! ,2011,USA,2450000,Carmen,Marron
4228,Friday the 13th Part III ,1982,USA,4000000,Steve,Miner
4229,Friday the 13th: A New Beginning ,1985,USA,2200000,Danny,Steinmann
4230,The Last Sin Eater ,2007,USA,2200000,Michael,Landon Jr.
4238,The Best Years of Our Lives ,1946,USA,2100000,William,Wyler
4240,Elling ,2001,Norway,15500000,Petter,Næss
4247,From Russia with Love ,1963,UK,2000000,Terence,Young
4248,The Toxic Avenger Part II ,1989,USA,2300000,Michael,Herz
4251,It Follows ,2014,USA,2000000,David,Robert Mitchell
4254,Mad Max 2: The Road Warrior ,1981,Australia,2000000,George,Miller
4255,The Legend of Drunken Master ,1994,Hong Kong,2000000,Chia-Liang,Liu
4257,Boys Don't Cry ,1999,USA,2000000,Kimberly,Peirce
4258,Silent House ,2011,France,2000000,Chris,Kentis
4259,The Lives of Others ,2006,Germany,2000000,Florian,Henckel von Donnersmarck
4260,Courageous ,2011,USA,2000000,Alex,Kendrick
4263,The Triplets of Belleville ,2003,France,9500000,Sylvain,Chomet
4264,Smoke Signals ,1998,Canada,2000000,Chris,Eyre
4266,Before Sunset ,2004,USA,2700000,Richard,Linklater
4267,Amores Perros ,2000,Mexico,2000000,Alejandro,G. Iñárritu
4268,Thirteen ,2003,USA,1500000,Catherine,Hardwicke
4270,Winter's Bone ,2010,USA,2000000,Debra,Granik
4273,Me and You and Everyone We Know ,2005,USA,2000000,Miranda,July
4275,We Are Your Friends ,2015,UK,2000000,Max,Joseph
4277,Harsh Times ,2005,USA,2000000,David,Ayer
4278,Captive ,2015,USA,2000000,Jerry,Jameson
4279,Full Frontal ,2002,USA,2000000,Steven,Soderbergh
4280,Witchboard ,1986,UK,2000000,Kevin,Tenney
4282,Hamlet ,1996,UK,18000000,Kenneth,Branagh
4283,Shortbus ,2006,USA,2000000,John,Cameron Mitchell
4284,Waltz with Bashir ,2008,Israel,1500000,Ari,Folman
4285,"The Book of Mormon Movie, Volume 1: The Journey ",2003,USA,2000000,Gary,Rogers
4287,The Diary of a Teenage Girl ,2015,USA,2000000,Marielle,Heller
4289,In the Shadow of the Moon ,2007,UK,2000000,David,Sington
4291,Inside Deep Throat ,2005,USA,2000000,Fenton,Bailey
4294,The Virginity Hit ,2010,USA,3400000,Huck,Botko
4296,House of D ,2004,USA,6000000,David,Duchovny
4298,Six-String Samurai ,1998,USA,2000000,Lance,Mungia
4301,Saint John of Las Vegas ,2009,USA,3800000,Hue,Rhodes
4303,Stonewall ,2015,USA,13500000,Roland,Emmerich
4311,London ,2005,UK,14000,Hunter,Richards
4312,Sherrybaby ,2006,USA,2000000,Laurie,Collyer
4313,Stealing Harvard ,2002,USA,25000000,Bruce,McCulloch
4318,Gangster's Paradise: Jerusalema ,2008,South Africa,2000000,Ralph,Ziman
4328,The Lady from Shanghai ,1947,USA,2300000,Orson,Welles
4333,The Ghastly Love of Johnny X ,2012,USA,2000000,Paul,Bunnell
4343,River's Edge ,1986,USA,1900000,Tim,Hunter
4344,Northfork ,2003,USA,1900000,Michael,Polish
4346,Buried ,2010,Spain,3000000,Rodrigo,Cortés
4349,One to Another ,2006,France,1400000,Pascal,Arnold
4350,Carrie ,2013,USA,30000000,Kimberly,Peirce
4352,A Nightmare on Elm Street ,1984,USA,1800000,Wes,Craven
4353,Man on Wire ,2008,UK,1000000,James,Marsh
4355,Brotherly Love ,2015,USA,1900000,Jamal,Hill
4356,The Last Exorcism ,2010,France,1800000,Daniel,Stamm
4360,El crimen del padre Amaro ,2002,Mexico,1800000,Carlos,Carrera
4361,Beasts of the Southern Wild ,2012,USA,1800000,Benh,Zeitlin
4363,Songcatcher ,2000,USA,1800000,Maggie,Greenwald
4375,Run Lola Run ,1998,Germany,3500000,Tom,Tykwer
4376,May ,2002,USA,500000,Lucky,McKee
4381,In the Bedroom ,2001,USA,1700000,Todd,Field
4382,I Spit on Your Grave ,2010,USA,2000000,Steven,R. Monroe
4383,"Happy, Texas ",1999,USA,1700000,Mark,Illsley
4384,My Summer of Love ,2004,UK,1700000,Pawel,Pawlikowski
4385,The Lunchbox ,2013,India,1000000,Ritesh,Batra
4386,Yes ,2004,UK,1000000,Sally,Potter
4393,Caramel ,2007,France,1300000,Nadine,Labaki
4398,Mississippi Mermaid ,1969,France,1600000,François,Truffaut
4399,I Love Your Work ,2003,USA,1650000,Adam,Goldberg
4401,Dawn of the Dead ,2004,USA,26000000,Zack,Snyder
4402,Waitress ,2007,USA,2000000,Adrienne,Shelly
4403,Bloodsport ,1988,USA,1100000,Newt,Arnold
4406,The Squid and the Whale ,2005,USA,1500000,Noah,Baumbach
4407,Kissing Jessica Stein ,2001,USA,1000000,Charles,Herman-Wurmfeld
4411,Exotica ,1994,Canada,2000000,Atom,Egoyan
4412,Buffalo '66 ,1998,USA,1500000,Vincent,Gallo
4413,Insidious ,2010,USA,1500000,James,Wan
4415,Nine Queens ,2000,Argentina,1500000,Fabián,Bielinsky
4417,The Ballad of Jack and Rose ,2005,USA,1500000,Rebecca,Miller
4418,The To Do List ,2013,USA,1500000,Maggie,Carey
4419,Killing Zoe ,1993,France,1500000,Roger,Avary
4420,The Believer ,2001,USA,1500000,Henry,Bean
4423,Session 9 ,2001,USA,1500000,Brad,Anderson
4424,I Want Someone to Eat Cheese With ,2006,USA,1500000,Jeff,Garlin
4427,Modern Times ,1936,USA,1500000,Charles,Chaplin
4428,Stolen Summer ,2002,USA,1500000,Pete,Jones
4429,My Name Is Bruce ,2007,USA,1500000,Bruce,Campbell
4434,Pontypool ,2008,Canada,1500000,Bruce,McDonald
4435,Trucker ,2008,USA,2000000,James,Mottern
4437,The Lords of Salem ,2012,USA,2500000,Rob,Zombie
4446,Jack Reacher ,2012,USA,60000000,Christopher,McQuarrie
4449,Snow White and the Seven Dwarfs ,1937,USA,2000000,William,Cottrell
4450,The Holy Girl ,2004,Argentina,1400000,Lucrecia,Martel
4452,Incident at Loch Ness ,2004,UK,1400000,Zak,Penn
4458,"Lock, Stock and Two Smoking Barrels ",1998,UK,960000,Guy,Ritchie
4461,The Celebration ,1998,Denmark,1300000,Thomas,Vinterberg
4462,Trees Lounge ,1996,USA,1300000,Steve,Buscemi
4463,Journey from the Fall ,2006,USA,1592000,Ham,Tran
4464,The Basket ,1999,USA,1300000,Rich,Cowan
4466,Mercury Rising ,1998,USA,60000000,Harold,Becker
4470,The Hebrew Hammer ,2003,USA,1000000,Jonathan,Kesselman
4475,Friday the 13th Part 2 ,1981,USA,1250000,Steve,Miner
4484,"Sex, Lies, and Videotape ",1989,USA,1200000,Steven,Soderbergh
4485,Saw ,2004,USA,1200000,James,Wan
4486,Super Troopers ,2001,USA,1200000,Jay,Chandrasekhar
4489,The Day the Earth Stood Still ,2008,USA,80000000,Scott,Derrickson
4490,Monsoon Wedding ,2001,India,7000000,Mira,Nair
4491,You Can Count on Me ,2000,USA,1200000,Kenneth,Lonergan
4493,Lucky Number Slevin ,2006,Germany,27000000,Paul,McGuigan
4494,But I'm a Cheerleader ,1999,USA,1200000,Jamie,Babbit
4495,Home Run ,2013,USA,1200000,David,Boyd
4496,Reservoir Dogs ,1992,USA,1200000,Quentin,Tarantino
4498,"The Good, the Bad and the Ugly ",1966,Italy,1200000,Sergio,Leone
4499,The Second Mother ,2015,Brazil,4000000,Anna,Muylaert
4500,Blue Like Jazz ,2012,USA,1200000,Steve,Taylor
4501,Down and Out with the Dolls ,2001,USA,1200000,Kurt,Voss
4511,Airborne ,1993,USA,2600000,Rob,Bowman
4515,Waiting... ,2005,USA,3000000,Rob,McKittrick
4518,From a Whisper to a Scream ,1987,USA,1100000,Jeff,Burr
4522,Beyond the Black Rainbow ,2010,Canada,1100000,Panos,Cosmatos
4523,The Raid: Redemption ,2011,Indonesia,1100000,Gareth,Evans
4530,Rocky ,1976,USA,960000,John,G. Avildsen
4532,The Fog ,1980,USA,1000000,John,Carpenter
4534,Unfriended ,2014,USA,1000000,Levan,Gabriadze
4536,The Howling ,1981,USA,1000000,Joe,Dante
4537,Dr. No ,1962,UK,1100000,Terence,Young
4538,Chernobyl Diaries ,2012,USA,1000000,Bradley,Parker
4539,Hellraiser ,1987,UK,1000000,Clive,Barker
4540,God's Not Dead 2 ,2016,USA,5000000,Harold,Cronk
4541,Cry_Wolf ,2005,USA,1000000,Jeff,Wadlow
4542,Godzilla 2000 ,1999,Japan,1000000000,Takao,Okawara
4543,Blue Valentine ,2010,USA,3500000,Derek,Cianfrance
4544,Transamerica ,2005,USA,1000000,Duncan,Tucker
4545,The Devil Inside ,2012,USA,1000000,William,Brent Bell
4546,Beyond the Valley of the Dolls ,1970,USA,900000,Russ,Meyer
4551,The Green Inferno ,2013,USA,6000000,Eli,Roth
4553,The Sessions ,2012,USA,1000000,Ben,Lewin
4556,Next Stop Wonderland ,1998,USA,1000000,Brad,Anderson
4557,Juno ,2007,USA,7500000,Jason,Reitman
4561,Frozen River ,2008,USA,1000000,Courtney,Hunt
4562,20 Feet from Stardom ,2013,USA,1000000,Morgan,Neville
4563,Two Girls and a Guy ,1997,USA,1000000,James,Toback
4564,Walking and Talking ,1996,UK,1000000,Nicole,Holofcener
4565,The Full Monty ,1997,UK,3500000,Peter,Cattaneo
4566,Who Killed the Electric Car? ,2006,USA,1000000,Chris,Paine
4567,The Broken Hearts Club: A Romantic Comedy ,2000,USA,1000000,Greg,Berlanti
4569,Goosebumps ,2015,USA,58000000,Rob,Letterman
4570,Slam ,1998,USA,1000000,Marc,Levin
4571,Brigham City ,2001,USA,1000000,Richard,Dutcher
4574,Orgazmo ,1997,USA,1000000,Trey,Parker
4575,All the Real Girls ,2003,USA,2500000,David,Gordon Green
4576,Dream with the Fishes ,1997,USA,1000000,Finn,Taylor
4577,Blue Car ,2002,USA,1000000,Karen,Moncrieff
4581,Wristcutters: A Love Story ,2006,USA,1000000,Goran,Dukic
4583,The Battle of Shaker Heights ,2003,USA,1000000,Efram,Potelle
4584,The Lovely Bones ,2009,USA,65000000,Peter,Jackson
4585,The Act of Killing ,2012,UK,1000000,Joshua,Oppenheimer
4586,Taxi to the Dark Side ,2007,USA,1000000,Alex,Gibney
4587,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,2006,UK,1000000,Paul,Crowder
4590,Antarctica: A Year on Ice ,2013,New Zealand,1000000,Anthony,Powell
4592,Hardflip ,2012,USA,1000000,Johnny,Remo
4594,The House of the Devil ,2009,USA,900000,Ti,West
4595,The Perfect Host ,2010,USA,500000,Nick,Tomnay
4596,Safe Men ,1998,USA,1000000,John,Hamburg
4599,The Specials ,2000,USA,1000000,Craig,Mazin
4601,Alone with Her ,2006,USA,1000000,Eric,Nicholas
4602,Creative Control ,2015,USA,1000000,Benjamin,Dickinson
4603,Special ,2006,USA,1000000,Hal,Haberman
4606,In Her Line of Fire ,2006,Germany,1000000,Brian,Trenchard-Smith
4607,The Jimmy Show ,2001,USA,1500000,Frank,Whaley
4631,Trance ,2013,UK,20000000,Danny,Boyle
4638,On the Waterfront ,1954,USA,910000,Elia,Kazan
4639,L!fe Happens ,2011,USA,930000,Kat,Coiro
4640,"4 Months, 3 Weeks and 2 Days ",2007,Romania,590000,Cristian,Mungiu
4642,Hard Candy ,2005,USA,950000,David,Slade
4643,The Quiet ,2005,USA,900000,Jamie,Babbit
